Filename,TDOA,Zero_Crossing_Rate,Spectral_Centroid,Spectral_Bandwidth,Spectral_Contrast,Spectral_Rolloff,Entropy_Energy,Short_Time_Energy,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5
ak_0m_center_0000.wav,,0.2991991997746492,4742.321909749549,4651.472686804439,1.002852229734601,10333.90935430464,14.20892417207191,11.02770727122555,545699.1176930661,551320.1536477027,551625.5741507644,547340.9989395387,545253.1453664437
ak_0m_center_0001.wav,,0.4269793177605161,4774.649339736908,4671.722489941065,0.897471915386499,10558.95665322581,13.975883564477,8.296048585258381,499264.661842367,500804.5974228502,503903.3575172672,510851.0074379619,506134.3501315012
ak_0m_center_0002.wav,,0.2908674443741284,4783.595504458407,4650.641099799117,1.05174374015642,10529.31955645161,14.33577822786629,11.6811129766401,603849.4912379489,596238.2475359036,591140.8760013252,592810.0627000974,595721.7766557415
ak_0m_center_0003.wav,,0.208792437757955,4689.92877550584,4615.670632738646,0.6428996824982742,10138.19018404908,13.08893344323766,4.162699607701028,391401.1247551355,390004.5906111996,390608.1896388222,393038.0318338778,390567.6076902985
ak_0m_center_0004.wav,,0.1335989290886746,4790.757110200098,4693.007658963282,1.224398168391563,10656.89555921053,15.00129355679577,13.91008690761691,879532.151498234,881337.1610356325,870242.4080568141,873702.4634074307,876509.9784216029
ak_0m_center_0005.wav,,0.06354095308814993,4688.552271969647,4737.489523138159,0.3232589850033646,10526.65192018072,12.88525356425993,2.928150994082292,314041.909659533,315875.2227763915,311371.2618203798,311369.2807475632,313101.9365698427
ak_0m_center_0006.wav,,0.06392087490053465,4739.507853124187,4631.058359923394,0.7133865431206948,10310.99668560606,13.63326497061248,6.787672575913622,352463.8315354187,354606.3202150612,356824.0869297716,355480.9991070309,355770.7426417193
ak_0m_center_0007.wav,,0.1047156627540386,4826.153925862589,4653.895886803294,1.01380332697433,10549.21875,14.37875544669619,9.376640745002648,665372.1221988683,672636.7527100701,663159.7169223997,671284.2957090142,663428.4667253715
ak_0m_center_0008.wav,,0.1262313701949031,5296.448552090306,4718.031207467233,1.49668829784487,11330.2977300995,15.7809565409734,25.48664075114502,1171168.771090328,1168691.198492022,1150946.23559517,1171035.56934809,1162567.13895015
ak_0m_center_0009.wav,,0.1351325283497224,5067.829440420508,4729.703715875368,1.446991677898836,11084.14351851852,15.56885624421681,22.10869108998428,1068134.430984374,1068216.906835377,1074635.645738128,1076493.169176483,1069917.195388391
ak_0m_center_0010.wav,,0.1172669011949312,4926.251878333182,4665.7826788763,1.446635483537685,10806.11916866029,15.54288520424861,20.5458058495281,1197475.738502783,1192216.415613295,1202978.819686304,1188529.764641064,1182024.367674717
ak_0m_center_0011.wav,,0.0902303288510185,4886.028018774801,4637.586112105239,1.20195248595605,10538.38190184049,15.08617555674633,17.08040368144388,738094.7323067342,721303.285491605,729466.0502882749,733549.2089642434,728060.0744423292
ak_0m_center_0012.wav,,0.1832654018269168,4953.881929381295,4633.265328454384,1.511093275835257,10683.76885775862,15.37742369256587,22.04935642808724,1065469.430926125,1053227.47350773,1048446.511503171,1058794.985095731,1058587.217605869
ak_0m_center_0013.wav,,0.161616048476974,4535.510827036725,4589.693256314556,1.537141503768733,9702.444556451614,15.14101363180473,22.90212646774379,1024304.685315536,1022211.206943197,1026961.499794581,1020389.714284979,1032052.363911584
ak_0m_center_0014.wav,,0.1398502840701275,4570.352903396779,4561.289742738772,1.617443751252604,9619.131846910113,15.48057116227478,25.41810731642079,1290192.350835021,1294138.409129012,1307408.088075879,1294961.850718377,1298824.998015153
ak_0m_center_0015.wav,,0.1174952610972996,4465.934124368705,4566.875824063663,1.253894117362173,9545.052083333334,14.34723577576582,12.45199185235307,718045.5862954658,717053.0121953777,714463.9106836277,714905.1391415033,717343.5347569955
ak_0m_center_0016.wav,,0.1573721870912127,4483.214481412825,4562.63236755954,1.372717266761909,9598.491753472223,14.7864781970736,17.64381535665381,813663.2791860577,811617.2372519895,811557.8333410256,813165.2573969401,810445.6578995109
ak_0m_center_0017.wav,,0.1256638555161043,4442.526120066634,4500.18566360681,1.235779501737972,9421.440972222223,14.32246700972373,12.87098945951471,705904.9377648206,706739.6725022915,698788.4286482625,701294.1586819513,710082.2478729365
ak_0m_center_0018.wav,,0.1052918920984675,4392.439899629514,4582.169809391031,1.016053448831382,9492.546187106918,13.67446577754581,6.871032461680974,588088.1792387799,596828.3700054407,592078.2383956132,589131.9626502089,591023.5773222301
ak_0m_center_0441.wav,,0.1445124478798371,4509.09728007773,4567.683000668067,1.619307341371596,9602.141853932584,15.26486672366163,22.93938463344414,1283195.87009608,1280467.953857153,1279787.124472878,1275926.54272979,1274434.618098735
ak_0m_center_0442.wav,,0.1884408385875618,4651.46393689282,4627.300393222199,1.806854213734422,9883.658536585366,15.90924888511965,30.10559094176101,1768160.524175654,1766542.31002259,1762497.678104359,1756924.396340671,1757456.471437373
ak_0m_center_0443.wav,,0.1829626464569231,4490.088509895617,4568.219641330894,1.756410247600716,9578.44478626943,15.84931151038553,29.83698864947299,1627541.722213988,1650922.218690005,1630588.558277964,1637476.83489815,1625765.50629603
ak_0m_center_0444.wav,,0.1937919737155285,4518.236459080204,4562.337121565044,1.73680557418938,9574.42876344086,15.76244336670013,30.41296109946878,1536403.016413969,1541077.371847016,1539280.711370918,1545109.17376403,1536224.090498377
ak_0m_center_0445.wav,,0.1782401287883869,4453.514940247297,4572.983910584078,1.595787281130701,9594.673295454544,15.31147187312963,17.7002848277405,1549593.648291836,1563304.147017326,1555895.249645666,1553049.517579837,1562095.070622685
ak_0m_center_0446.wav,,0.1734927001903054,4548.812826332749,4604.83405144862,1.381641295741235,9813.040865384615,14.62319240947515,12.9620815972688,996601.5198634648,1004890.3118187,1003333.438472595,1002511.539929155,1011739.624081203
ak_0m_center_0447.wav,,0.1414217284728,4493.229082898074,4561.579274834756,1.591673971197832,9573.68442357513,15.21458819607909,20.05404113963952,1377710.589579066,1361146.212674262,1364020.384394447,1348085.130360334,1360390.628501578
ak_0m_center_0448.wav,,0.1237424105727732,4591.672971526114,4616.985121780744,1.600941980852318,9750.105337078652,15.64082502208022,28.19166291535909,1284689.336310353,1287424.730234172,1285243.635486363,1286765.018562852,1272463.687615191
ak_0m_center_0449.wav,,0.1392252162982192,4690.686237978014,4625.232227126598,1.797678277977171,9905.815153301886,16.1944203581023,35.63704137221371,1866550.067079372,1884990.725568862,1869340.795216558,1860947.663076667,1862813.625853672
ak_0m_center_0450.wav,,0.165967396427888,4474.3009582706,4546.46480807587,1.582443341657444,9549.319556451612,15.34603761814034,21.25964201253569,1302974.537520428,1308905.715888446,1300324.30225099,1306643.080178942,1290153.684868397
ak_0m_center_0451.wav,,0.1623084785155247,4479.272512910763,4569.843360912942,1.587274877599752,9591.922883064515,15.25108570725036,21.33143208351219,1296456.977947673,1295730.936885336,1305873.048549195,1315170.505493201,1308644.649493887
ak_0m_center_0452.wav,,0.2060886398369842,4706.977942233621,4612.83708686715,1.869456569251631,9885.728433098591,16.19884254420578,34.32822181591881,1964943.313973746,1971251.931226401,1955673.535360118,1967383.367339659,1984481.973365102
ak_0m_center_0453.wav,,0.1636228134434851,4624.842037438079,4599.809951825874,1.79146741153059,9748.647103658537,16.17651465649593,35.68944985298845,1777896.417237279,1777031.160083876,1778107.8013513,1778223.135270049,1791618.728430055
ak_0m_center_0454.wav,,0.2048239317380749,4578.622646743167,4570.294815052903,1.756665583257902,9731.640625,15.77599321590213,30.50644459559664,1527022.239258833,1527520.648915081,1513057.531734749,1529634.481379355,1530251.895240447
ak_100m_back_0881.wav,,0.1682370322677076,4006.66998716031,3950.620834398767,0.9756593584689891,8183.060844370862,14.63863409782684,4.93559026643193,619459.2389460134,624456.6317753111,621805.9727880274,624837.0585982531,623942.4252029605
ak_100m_back_0882.wav,,0.1543826875339483,4420.895460006806,4314.1151816751,1.213741812631666,9286.673062865497,13.92620543899413,6.266775619146213,802568.9465335031,807829.4976303687,800984.295754286,812317.4368388725,807765.9327623633
ak_100m_back_0883.wav,,0.1208846169323545,4099.771761397178,4202.047921830535,0.9484805932111704,8935.502897350994,13.59325320863694,4.843048614188037,574313.4884815384,575982.9498854533,575847.1598903518,580679.7011925163,579372.3965495354
ak_100m_back_0884.wav,,0.1761013158878075,4106.244980623309,4149.920637216832,1.177779714246299,8826.490066225166,14.29937604396457,7.94570041406547,744875.7694472848,746439.2259392156,744836.6794148559,745256.878739825,740221.2770137541
ak_100m_back_0885.wav,,0.1574122408281768,4192.222359493948,4190.641273788159,1.146365866093411,8866.506545608107,14.28596931245264,6.483461677054579,670914.5888665501,678121.954771356,676046.9809517454,676976.8036502313,677138.4748406699
ak_100m_back_0886.wav,,0.1809765959710796,4501.294476115953,4374.322971719338,1.257074511641951,9495.478830645163,13.80202888656309,6.62615990435828,742994.5335906196,742492.1703607179,741444.8703066196,743465.0750532969,741878.2431414208
ak_100m_back_0887.wav,,0.142217370431992,3786.574122938292,3752.553270965445,0.4073928481523224,7758.623342803029,13.81899431096706,2.461192838399339,342476.3574121969,340132.8770110905,339678.3849746361,340719.9160996284,340367.2721808013
ak_100m_back_0888.wav,,0.1683099211120561,3079.88054589981,3027.995377347586,0.2239745716453055,5840.994510135135,14.94984702120101,4.59041895415195,480177.5983205648,475691.5087998554,476147.1201916563,481346.7239277491,477671.3848385059
ak_100m_back_0889.wav,,0.1547070604356426,3557.817222996235,3710.948601369538,0.5572863361181907,7267.1484375,14.12108470512454,4.50600039483771,458984.3941775339,459207.1586045815,457490.813376369,462185.9188196266,459290.4232378681
ak_100m_back_0890.wav,,0.1609260970120102,3987.546554859146,4079.552674739562,0.9314813702190935,8772.421875,14.14640005512198,6.168048295998774,580158.5723068313,576352.2927810943,578386.6598572007,580154.2507502675,575285.8947125123
ak_100m_back_0891.wav,,0.1658306607132647,3203.980698086017,3218.901390696702,0.4392536340934559,5733.24756736527,15.01962257106337,4.168925761352268,549125.213939626,547222.5657701136,554836.2468848439,551460.3597007265,552729.9957650276
ak_100m_back_0892.wav,,0.1561553540681951,4034.100929751392,3996.114022754974,1.047683885016647,8439.332932692309,14.3526683619019,5.200291744175404,818842.7993300866,822638.6632726738,816285.2005167782,820995.7625659419,819975.4135907032
ak_100m_back_0893.wav,,0.1401914922820672,3815.248131025531,3932.810501525447,0.8855757331907298,8212.9640758547,14.30765291949815,3.497249261456586,900543.4628988326,913814.1110817359,902699.7922367979,905596.8111646215,902348.2939162944
ak_100m_back_0894.wav,,0.1709832030208521,4030.628079611053,4062.069610827008,1.096512412535808,8630.78125,14.05390797384928,7.523572197790963,652146.9661538192,658962.1744354314,655316.3366309983,657328.7943021248,654135.6188307093
ak_100m_back_0895.wav,,0.1756953415816053,4360.708776168242,4204.574914231758,1.12238915456197,9059.595588235294,14.19383858541302,4.595166468418392,732510.1553311078,732304.1511354124,737329.4816707951,733576.05564301,738937.5188403305
ak_100m_back_0896.wav,,0.1566763053963472,4308.271155925635,4250.733852425612,1.032944229543085,9125.38803807947,13.58797296839509,4.7583592450136,595588.2334466891,589803.4017747676,590130.4312621037,588292.5234610697,588268.4727502766
ak_100m_back_0897.wav,,0.1724667996889449,4346.391521264454,4314.869169581087,1.186189780869587,9246.782769097223,13.84793021967454,6.661169790139318,651846.5867780693,653756.001596779,655816.797903096,656168.3914107908,658013.5536576326
